planet_ID,star_distance,star_mass_kg,star_radius_m,star_temperature,planet_mass_kg,planet_orbital_period,planet_distance,planet_surface_gravity
train12975,1072.88,2.2469031538887973e+30,834840000.0,6166.0,3.34345285780533e+26,89.722292,0.40856919772989786,9.616710619779617
train12976,190.422,1.710032488800324e+30,577431000.0,5050.0,4.117929916120896e+26,35.45533,0.2008752388345324,7.762169494775755
train12977,264.993,1.0737413301769476e+30,389592000.00000006,4258.0,7.78166148920499e+25,3.353728,0.03570993383798209,4.200618698840474
train12978,1366.18,1.908873475870129e+30,598302000.0,5749.0,3.8117632376700218e+25,19.94750023,0.1420109931350781,10.214126387297263
train12979,853.119,1.789568883628246e+30,598302000.0,5437.0,3.420956609136027e+26,3.31494634,0.04201177904867064,7.133386271133667
train12980,342.14,2.1673667590608758e+30,737442000.0,5943.0,2.664680218685504e+25,3.1743516,0.043506226810218894,15.426835988690602
train12981,1026.43,1.9287575745771094e+30,904410000.0,5551.0,2.3408917370825516e+26,5.839172,0.06282473392183115,9.276347345018138
train12982,222.355,2.2071349564748368e+30,848754000.0,5763.0,5.760189254876741e+26,3.7130203,0.0485920375068547,12.590812288769499
train12983,451.242,2.3662077461306806e+30,1363572000.0,5877.0,5.224476003603614e+26,12.14680004,0.10959636322550946,5.120571676330943
train12984,1002.14,1.8492211797491874e+30,626130000.0,5938.0,3.274812174709862e+26,36.924931,0.21184262321188238,4.30198510024118
train12985,1030.768344,1.6304960939724016e+30,521775000.0,5000.0,3.1966943374540174e+26,1.0187068,0.01854712740908016,8.757201162657138
train12986,92.3831,1.9685257719910705e+30,605259000.0,5246.0,1.7369112825628376e+27,10.33852,0.09257418147864052,7.986144816662299
train12987,343.99,2.107714462939934e+30,848754000.0,5880.0,4.293419824439928e+25,14.759287,0.12007468096937292,9.781587572171697
train12988,477.052,2.5451646344935054e+30,1057464000.0,6182.0,4.656019225297262e+25,22.342989,0.16857897366449615,14.38030479050801
train12989,289.827,1.749800686214285e+30,570474000.0,5322.0,6.3807339280699185e+25,11.8993,0.09775697053420694,13.322384783138206
train12990,1011.36,2.763889720270291e+30,1210518000.0,6430.0,2.6105758263726133e+26,69.7546,0.3701343599404587,7.999947634117538
train12991,1056.48,1.6901483900933434e+30,577431000.0,5299.0,2.45256491054803e+26,20.834237,0.14037742653512245,7.793426629807574
train12992,420.818,2.386091844837661e+30,939195000.0000001,6165.0,3.4642930247109566e+25,16.399235,0.13425033435987266,7.98037455625735
train12993,1208.44,2.2071349564748368e+30,939195000.0000001,6169.0,4.793000066330988e+25,15.660544,0.12684834054927493,6.823029384181394
train12994,161.498,3.420064977600648e+30,1801863000.0,6272.0,1.1784162300642043e+26,3.308958,0.0520726348413193,6.79360772556111
train12995,1194.15,2.0480621668189925e+30,758313000.0,5918.0,6.18792830345833e+26,6.097326,0.06596971174670603,2.8309995051218406
train12996,320.07,1.9685257719910705e+30,681786000.0,6004.0,3.556130401959518e+27,23.228555,0.15880558136847867,35.601611389303855
train12997,720.753,2.067946265525973e+30,702657000.0,5781.0,5.703338329188764e+25,1.4857108,0.02581902676773861,13.126722495296896
train12998,274.3,1.8889893771631484e+30,709614000.0,5529.0,6.9877168460580345e+25,13.156969,0.10723033690211474,7.113861911058776
train12999,336.267,2.6843533254423687e+30,1064421000.0,6255.0,2.56490264260614e+26,5.857487,0.0702896497978029,11.459134504180238
train13000,1104.64,2.2667872525957778e+30,1252260000.0,6171.0,2.6190191672316307e+25,8.586004,0.08573041167624051,10.486763666283137
train13001,100.848,1.6304960939724016e+30,500904000.0,5052.0,2.6071567914652753e+26,3.506195,0.042279959496776445,11.735779994106354
train13002,1502.32,2.306555450009739e+30,987894000.0,6228.0,1.1811151541919316e+27,12.1097104,0.10844621587919433,18.814626586709565
train13003,487.916,2.425860042251622e+30,1036593000.0,5857.0,4.4013603044519284e+26,3.21346,0.04554154676882042,7.780418127559383
train13004,227.775,1.411771008195616e+30,466119000.0,4629.0,1.97995000765002e+25,4.09639,0.044701923969296176,6.191988475224166
train13005,790.663,2.4059759435446416e+30,1147905000.0,6090.0,5.286563492969331e+25,3.89713,0.05164928177015824,9.874983222411178
train13006,485.997,1.869105278456168e+30,716571000.0,5739.0,7.875561338582732e+26,68.16101,0.31991838375811854,3.796876377863839
train13007,715.383,2.803657917684252e+30,1467927000.0,6120.0,6.552274284285028e+25,3.840401,0.05382243245391326,10.193965077897836
train13008,630.785,2.067946265525973e+30,716571000.0,5582.0,9.164125640449347e+25,4.22538451,0.051827608733471094,12.142111665394868
train13009,163.678,1.9287575745771094e+30,626130000.0,5397.0,2.1727096698511638e+26,2.1097019,0.031869643730163065,7.524654241804594
train13010,111.059,1.710032488800324e+30,591345000.0,5320.0,2.4846713070803275e+25,19.98,0.13704684463132535,9.293503297640552
train13011,731.274,2.2866713513027586e+30,911367000.0,6054.0,6.46812081120668e+25,20.09838,0.15158138933992193,4.671215158079861
train13012,114.293,1.988409870698051e+30,758313000.0,5725.0,3.4738492612003093e+25,16.9841,0.1293205649684424,7.554140591280759
train13013,202.585,1.869105278456168e+30,598302000.0,5356.3,3.5197267168270295e+25,8.26146,0.07835253557522727,6.4758634901772645
train13014,1335.64,1.94864167328409e+30,709614000.0,5542.0,7.624914081779922e+26,15.434,0.12051291468682648,7.770130612956664
train13015,778.654,2.1474826603538953e+30,827883000.0,5905.0,4.6180210599135316e+26,9.176092,0.08801411486266561,6.2281261759093205
train13016,126.261,1.869105278456168e+30,695700000.0,5899.0,4.6500577259936265e+25,2.255251,0.03297198611798156,10.224176417471028
train13017,1360.63,1.9685257719910705e+30,619173000.0,5868.0,8.236411168476372e+26,7.36268997,0.07382588156049202,6.62344191176363
train13018,974.633,1.869105278456168e+30,667872000.0,5804.0,5.423544813592753e+25,54.155743,0.27443839116755553,10.217833239959623
train13019,782.852,2.2071349564748368e+30,807012000.0,6012.0,4.5306300524236366e+25,3.78858982,0.04924913639161844,7.1984722248588175
train13020,1008.57,1.8889893771631484e+30,647001000.0,5641.0,3.1332988257252133e+25,41.6977827,0.2313604271240473,13.555518485579235
train13021,259.328,1.0339731327629865e+30,340893000.0,3753.0,1.3210439028926013e+28,5.13248562,0.0468301457916406,112.91589972458519
train13022,318.004,1.411771008195616e+30,473076000.00000006,4299.0,1.896089593592624e+28,4.42157218,0.047037384336246435,122.34952281077905
train13023,625.692,1.6106119952654213e+30,535689000.0,5054.0,2.4986908706010736e+26,1.10446351,0.01949403861401351,3.5439188332798546
train13024,559.084,2.306555450009739e+30,1001808000.0,5700.0,8.30924943525782e+25,2.176423,0.034537224639788935,4.936895951639483
train13025,1354.46,1.988409870698051e+30,681786000.0,5753.0,2.848103047211457e+26,11.25402929,0.09829043607503699,7.546006568245407
train13026,646.346,1.908873475870129e+30,737442000.0,5663.0,4.2141725572904515e+26,22.6845,0.15472094866521385,4.917498410847519
train13027,1128.72,2.0480621668189925e+30,716571000.0,5842.0,4.915675075540368e+25,33.469743,0.20528311434047702,10.093938593633618
train13028,112.467,1.5310756004374993e+30,507861000.0,4880.0,5.131225875030151e+27,6.67202,0.06357812304075795,69.09150956237464
train13029,202.152,1.3521187120746747e+30,466119000.0,4508.0,4.937291019053564e+25,2.29840551,0.029975054043332717,10.2365603606525
train13030,357.778,2.5252805357865246e+30,1182690000.0,5742.0,5.514788199027198e+25,15.87209,0.13386382173285838,10.760663703657768
train13031,449.964,1.869105278456168e+30,647001000.0,5594.0,4.096745809883446e+26,12.06222443,0.10084014359570694,2.1715609020397904
train13032,111.059,1.710032488800324e+30,591345000.0,5320.0,3.484191616263248e+25,19.98,0.13704684463132535,8.857768507656456
train13033,344.901,1.710032488800324e+30,563517000.0,5247.0,5.818519768335981e+26,12.49341307,0.10021347402105771,5.78039002402549
train13034,782.088,1.6304960939724016e+30,473076000.00000006,5018.0,7.4088753003871095e+25,18.643577,0.12880419639555737,9.907752044025441
train13035,480.307,1.8492211797491874e+30,633087000.0,5650.0,2.0718462892353295e+25,11.2510285,0.09592424003665982,12.819395124649505
train13036,466.084,1.3918869094886355e+30,459162000.0,4350.0,6.915738569447728e+26,18.78425728,0.12280081989161627,6.581282561361314
train13037,2481.71,1.869105278456168e+30,640044000.0,5612.0,4.363944708767544e+26,3.00725242,0.03994494010535405,3.003971992762511
train13038,348.291,1.2725823172467527e+30,410463000.0,4385.0,2.5368244547678934e+25,5.955,0.0554141151689534,10.805201000840905
train13039,166.169,9.74320836642045e+29,320022000.0,3804.0,6.471180202508238e+25,7.676972,0.06004791037443556,20.105475066614225
train13040,1619.03,2.3662077461306806e+30,807012000.0,6100.0,6.603675105697369e+26,44.9309804,0.26213126194582925,16.949734864991363
train13041,324.683,4.096124333637985e+30,1238346000.0,6003.0,6.18261749746758e+26,3.32944,0.05552762560142509,3.94018226461961
train13042,996.32,2.803657917684252e+30,1433142000.0,6101.0,3.236823931935095e+26,42.913751,0.2690150578994838,1.6203904711850776
train13043,106.307,1.988409870698051e+30,674829000.0,5732.0,6.667857093899093e+25,2.541,0.03644536838985904,11.100964389403616
train13044,916.319,1.9685257719910705e+30,1787949000.0,4972.0,2.690453460186393e+25,9.283188,0.08616199176957938,11.453995845441682
train13045,39.6345,1.252698218539772e+30,431334000.0,3997.0,4.6166978802043495e+25,3.444717,0.03826970517167929,18.46226007118038
train13046,839.903,1.6106119952654213e+30,535689000.0,5020.0,3.4305147146746035e+27,20.38177573,0.13613263570335027,19.033869587015598
train13047,948.781,2.3264395487167196e+30,1015722000.0,6067.0,1.3040087717679286e+26,11.476094,0.10492941532221955,8.911556870226217
train13048,1473.61,2.0082939694050315e+30,702657000.0,5806.0,4.903411447689633e+25,16.92344113,0.12944108433088813,15.89774265337773
train13049,408.303,2.425860042251622e+30,1092249000.0,6144.0,7.665615693206071e+25,4.33642933,0.05561355960529724,8.726529626649263
train13050,984.105,1.8889893771631484e+30,709614000.0,6033.0,6.70920620678477e+26,6.511127,0.0670889838206768,10.4031568352437
train13051,272.909,2.3662077461306806e+30,1050507000.0,6302.0,2.1199133228569977e+25,9.21165,0.09114087083058997,12.848589229733802
train13052,1119.49,1.8094529823352264e+30,612216000.0,5470.0,3.439070530410613e+26,1.75583533,0.02760422471708349,4.775555807927918
train13053,658.924,1.710032488800324e+30,577431000.0,5346.0,3.9865536046602735e+27,3.41303622,0.0421922464903105,48.06878003748492
train13054,226.399,2.962730707340096e+30,1245303000.0,5910.0,3.36946209749223e+25,5.0843,0.06609806858701499,10.30944163118388
train13055,525.997,2.465628239665583e+30,1008765000.0,5854.0,2.9377628451521645e+25,4.901452,0.06067311587744409,13.429172112821725
train13056,163.553,1.749800686214285e+30,612216000.0,5750.0,3.3823010441537194e+25,3.94153,0.04679973020498346,8.324248298908204
train13057,807.729,3.1814557931168816e+30,1398356999.9999998,7005.0,6.7094577086167115e+25,14.80074836,0.13799658696612718,10.802360341434529
train13058,574.228,1.6106119952654213e+30,758313000.0,5274.0,5.962350250003579e+26,20.17202,0.13519703507384212,5.880535045251378
train13059,904.326,1.908873475870129e+30,653958000.0,5428.0,2.6642561893003478e+25,2.382961,0.034446169573722416,14.492738253950794
train13060,1050.64,1.869105278456168e+30,667872000.0,5888.0,6.617946636078744e+27,11.637071,0.09845648078465598,33.44610988830492
train13061,845.0,1.6901483900933434e+30,556560000.0,5235.0,4.643893509712982e+26,28.8432647,0.17437135943138793,11.501984343298622
train13062,1277.33,1.829337081042207e+30,612216000.0,5513.0,8.327299212471494e+25,3.70987065,0.04561850220238462,4.347331902739269
train13063,758.854,1.749800686214285e+30,605259000.0,5433.0,7.463582193977114e+26,10.08881,0.08757095527296165,4.936446819759635
train13064,602.268,1.8094529823352264e+30,612216000.0,5797.0,9.501793280139859e+24,56.47542,0.27918538394677833,6.052409181773693
train13065,1350.32,1.789568883628246e+30,605259000.0,5488.0,5.996074452070064e+26,0.96286738,0.01842599943503073,4.757668759548116
train13066,218.121,1.2328141198327916e+30,396548999.99999994,3916.0,2.4145603499273423e+25,2.647298,0.03193780159866941,10.214242631167139
train13067,1031.95,1.829337081042207e+30,563517000.0,5615.0,4.533517606965286e+25,12.699149,0.10361395615773293,8.543679799381293
train13068,385.231,1.6304960939724016e+30,570474000.0,5243.0,3.812597983702312e+26,5.690586,0.05839134951671474,4.339640353397963
train13069,348.815,2.028178068112012e+30,813969000.0,5629.0,6.16513139622274e+25,2.6453235,0.03768412928353264,6.205264010602531
train13070,1044.36,1.8492211797491874e+30,570474000.0,5251.0,3.910932539883807e+25,6.54628992,0.06685445829009383,8.03726916721466
train13071,1090.7,2.2071349564748368e+30,813969000.0,6104.0,7.366486071832411e+25,1.25275217,0.02354996882318593,29.89844828813107
train13072,323.899,1.3322346133676942e+30,445248000.0,4298.0,3.467538171865468e+26,8.22241966,0.06976922965655553,5.6112228801868085
train13073,342.831,2.2469031538887973e+30,1238346000.0,5645.0,5.616779296975731e+25,9.47725,0.0912963903636631,5.932989471199446
train13074,544.939,2.1872508577678563e+30,800054999.9999999,6040.0,6.5820433479318775e+25,5.24867263,0.06101966046231967,7.328096103431786
train13075,313.764,1.5310756004374993e+30,507861000.0,4899.0,2.2645077646341876e+25,20.5065,0.13439935084584062,13.217154197946908
train13076,800.871,2.067946265525973e+30,779184000.0000001,5884.0,1.8815722364052115e+25,87.9732136,0.39223889072373,9.030944554193683
train13077,990.838,2.2071349564748368e+30,897453000.0,5881.0,5.625348957932771e+25,52.60969925,0.28452740750139566,8.323772238904702
train13078,1033.93,1.8889893771631484e+30,640044000.0,5627.0,4.3976438672492396e+27,38.3774623,0.2189094981550429,40.12711004467758
train13079,623.232,1.8492211797491874e+30,744399000.0,5627.0,3.3815273988146454e+25,3.0566527,0.04023749616778469,6.774137201957343
train13080,969.252,1.8889893771631484e+30,716571000.0,5843.0,3.0255745664414713e+25,10.2184954,0.09060212949942742,10.242409020796615
train13081,1209.16,2.5650487332004857e+30,1266174000.0,5904.0,4.523935187471184e+25,5.66793,0.06773068322823395,8.392142358570721
train13082,1072.3,2.067946265525973e+30,876582000.0,6474.0,1.1106160609867946e+26,75.2,0.3532880177083964,4.93507813590375
train13083,773.713,2.028178068112012e+30,723528000.0,5774.0,2.916505205472747e+25,13.5405,0.1119255127673418,10.779033574862865
train13084,1063.09,1.710032488800324e+30,570474000.0,5264.0,4.606101011154167e+25,4.99678284,0.05440001696494735,17.34898160627739
train13085,564.693,1.6702642913863629e+30,542646000.0,5219.0,6.450290796812612e+26,5.52011,0.05768073926201944,10.936008059564042
train13086,1139.55,1.7299165875073044e+30,640044000.0,5311.0,5.166030212178126e+25,1.74748753,0.0271074319107939,5.221349256353249
train13087,410.149,2.465628239665583e+30,939195000.0000001,6399.0,3.0835588067136187e+26,4.2337005,0.05502920231738298,5.657274462100005
train13088,1023.9,2.107714462939934e+30,813969000.0,6031.0,7.447248606153615e+25,27.434389,0.18152567112708243,9.253839018168978
train13089,1337.61,1.9287575745771094e+30,619173000.0,5699.0,1.5828593239445774e+26,44.347,0.24273886100171613,5.3779920037742075
train13090,211.43,2.1872508577678563e+30,737442000.0,5994.0,2.2454482232669108e+26,22.996591,0.16338509576125937,4.103801189468146
train13091,1498.58,2.0082939694050315e+30,702657000.0,5796.0,7.067082847615677e+26,42.5215895,0.23923204499861908,7.555621447761364
train13092,945.775,1.94864167328409e+30,674829000.0,5753.0,7.427887364019113e+27,9.99761851,0.09022196886790314,49.086816422225276
train13093,272.655,2.1872508577678563e+30,1008765000.0,6397.0,3.736265643453177e+26,4.12508,0.05196668892159573,4.820992445085645
train13094,2065.98,2.0878303642329535e+30,1057464000.0,5838.0,5.671122593624075e+25,20.4998,0.14900542601105352,14.96596354747367
train13095,275.664,2.9428466086331156e+30,1460970000.0,6480.0,6.67120191281577e+26,2.70579,0.04331010113100493,3.2734040069018535
train13096,489.368,1.94864167328409e+30,723528000.0,5789.0,5.215992159044025e+26,19.991944,0.14320272341282728,4.851645197759639
train13097,375.31,1.6503801926793823e+30,598302000.0,5600.0,5.475008452609966e+26,1.43036763,0.023350546399187485,4.4884228919497975
train13098,1165.66,2.028178068112012e+30,716571000.0,5830.0,6.602051633247147e+26,2.05387982,0.03183386060721518,5.745908205562878
train13099,375.31,1.6503801926793823e+30,598302000.0,5600.0,6.340898224442351e+26,1.43036763,0.023350546399187485,4.93597058633117
train13100,400.409,1.3123505146607137e+30,424377000.0,4082.0,2.3385279243707402e+26,9.77,0.07787838236924852,3.985641416995903
train13101,1083.91,1.6106119952654213e+30,591345000.0,5643.0,9.488238641989055e+26,37.054919,0.2027829731335875,6.109497913471075
train13102,762.019,1.5907278965584408e+30,521775000.0,4877.0,8.665212557006455e+25,1.21699766,0.020710745196455525,12.883391411194768
train13103,707.559,2.3264395487167196e+30,925281000.0,6133.0,4.020022569123151e+25,4.612696,0.05714844405201818,6.471241509686149
train13104,336.267,2.6843533254423687e+30,1064421000.0,6255.0,3.481999275168298e+26,5.857487,0.0702896497978029,5.300414582552
train13105,909.28,1.908873475870129e+30,605259000.0,5501.0,4.870850184709274e+25,9.75376,0.08814094224938723,5.5729884712931925
train13106,202.585,1.869105278456168e+30,598302000.0,5356.3,8.15555501298986e+25,5.40479,0.05904743932294486,8.702480801410097
train13107,813.192,1.8492211797491874e+30,688743000.0,5666.0,3.493852815296467e+26,34.763278,0.20349201158115146,3.5140075231421988
train13108,434.632,1.710032488800324e+30,563517000.0,5078.0,4.597672800693708e+26,7.06424,0.06852499542294621,8.66178339820064
train13109,197.299,1.829337081042207e+30,660915000.0,5503.0,8.206120804023089e+26,10.06049,0.08871177439827023,3.049991397173194
train13110,489.368,1.94864167328409e+30,723528000.0,5789.0,2.8816989668897186e+26,19.991944,0.14320272341282728,4.967348217289284
train13111,765.025,1.829337081042207e+30,862668000.0,5499.0,1.5645683529598752e+27,8.306,0.0780722078887183,18.17841693550908
train13112,677.975,2.0878303642329535e+30,1224432000.0,5684.0,1.1868137460905315e+26,9.693201,0.09043720804109011,8.80692996315823
train13113,140.225,9.74320836642045e+29,333936000.0,3405.0,7.602466112243545e+26,3.7955202,0.03754500206265302,11.550216061959777
train13114,313.576,2.883194312512174e+30,904410000.0,6087.0,1.0598787402105043e+26,5.72319,0.07087950531237072,5.472258918150702
train13115,570.783,2.5252805357865246e+30,946152000.0000001,6177.0,1.3278499931766138e+28,7.05677,0.07797902186317682,140.50345561016874
train13116,2257.32,1.829337081042207e+30,667872000.0,5847.0,5.583824089567491e+25,8.127899,0.07695214128472218,7.584495132411692
train13117,330.916,1.94864167328409e+30,640044000.0,5484.0,2.0697396278239635e+25,13.609878,0.11081981337318593,4.859936366904982
train13118,816.559,1.6106119952654213e+30,549603000.0,5376.0,1.0030553316385205e+28,3.244107,0.039981985204820165,51.7514882067729
train13119,657.023,2.2866713513027586e+30,1147905000.0,5818.0,3.2844367413355796e+26,85.65399933,0.3984467404521687,9.93802359170311
train13120,927.193,2.1474826603538953e+30,994851000.0,5807.0,2.707213685973712e+25,23.22182,0.16344738970940445,11.897094284010315
train13121,1355.02,2.6247010293214275e+30,1078335000.0,6449.0,3.7707543559021826e+26,44.6169557,0.2700829494226217,4.794849984029869
train13122,1002.53,1.908873475870129e+30,751356000.0,5822.0,5.1134469525513884e+26,12.21829987,0.1024244165194525,6.271765189645314
train13123,289.543874,1.372002810781655e+30,466119000.0,4349.9,5.0530609615830986e+26,9.562742,0.07791909334976918,4.631132604844504
train13124,1011.36,2.763889720270291e+30,1210518000.0,6430.0,5.085003528945345e+25,69.7546,0.3701343599404587,15.633961491543197
train13125,1335.92,1.829337081042207e+30,653958000.0,5895.0,7.243163859278552e+25,9.694928,0.08654956756012169,5.023371124369269
train13126,962.183,1.6702642913863629e+30,556560000.0,5261.0,3.946183060609685e+25,15.9314739,0.11692381238551947,13.704393393930001
train13127,871.564,1.869105278456168e+30,647001000.0,5541.0,3.3273163141046968e+25,3.21509004,0.04176481983844172,11.40747788743923
train13128,1056.88,2.8633102138051935e+30,1426184999.9999998,6160.0,5.608878300070807e+25,56.49330139,0.3254053596833715,7.361627485504534
train13129,1044.36,1.8492211797491874e+30,570474000.0,5251.0,1.3228892252089933e+26,6.54628992,0.06685445829009383,17.64568159267442
train13130,241.949,2.028178068112012e+30,1022679000.0,5649.18,3.512247182582475e+25,12.58242,0.10658156105693822,8.436769563935858
train13131,332.443,2.1872508577678563e+30,834840000.0,6060.0,5.96040974378882e+26,41.74600392,0.24313458267023316,6.980068164179376
train13132,397.455,1.4913074030235383e+30,486989999.99999994,4597.0,3.4689328419946487e+25,9.30412078,0.07866409462203662,18.112017832236443
train13133,1208.44,2.2071349564748368e+30,939195000.0000001,6169.0,1.7168414059257358e+26,15.660544,0.12684834054927493,3.991993434523457
train13134,138.018,1.6901483900933434e+30,563517000.0,5263.0,7.4991536828850984e+25,12.20772,0.09829586514295219,9.62625140284497
train13135,1280.25,1.94864167328409e+30,765270000.0000001,5835.0,1.8730974329358403e+27,17.028937,0.12867858764917567,20.864510626824668
train13136,1430.84,2.922962509926135e+30,1238346000.0,6704.0,7.6846171195153426e+25,3.3004192,0.04933151078600211,6.170789999931831
train13137,667.405,1.5310756004374993e+30,577431000.0,5256.0,9.936057026209943e+25,42.87770081,0.21976429584301563,8.967090436225511
train13138,396.11,3.618905964670453e+30,1245303000.0,6446.0,7.100255920181846e+26,3.47447,0.05481785964350627,4.43535966873556
train13139,434.684,1.5907278965584408e+30,480032999.99999994,4731.0,5.678258076094675e+26,9.653471,0.08237426659442419,7.074792716731052
train13140,560.445,1.372002810781655e+30,486989999.99999994,4786.0,7.470307763967883e+26,2.80012011,0.03435896226295686,10.661334076407424
train13141,297.462,2.2071349564748368e+30,758313000.0,5900.0,4.147077518092778e+25,4.46563,0.05495434702066251,16.315934161925476
train13142,627.171,2.028178068112012e+30,967022999.9999999,5865.0,7.249475233093053e+25,10.61340046,0.09515004378334377,16.515172742595972
train13143,157.963,2.5650487332004857e+30,848754000.0,6040.0,8.286989758779416e+25,10.02165,0.09903650188117283,14.042640910677578
train13144,202.218,2.0878303642329535e+30,751356000.0,5990.0,4.324632658142067e+26,3.16158,0.042852067913824926,7.426885422134381
train13145,29.661,1.212930021125811e+30,417420000.0,4340.0,4.75445082438365e+26,6.2014698,0.05602892219508041,6.599731533468729
train13146,381.878,2.1872508577678563e+30,925281000.0,5967.0,5.340658642523665e+26,14.074524,0.1177766706742304,8.33994485679545
train13147,1542.48,2.306555450009739e+30,786140999.9999999,6461.0,2.438561641718141e+25,70.46829987,0.3508496869467808,9.578420022274386
train13148,385.689,1.3123505146607137e+30,438291000.0,4016.0,2.9328444208511704e+25,1.9416423,0.02652161886018074,4.569700860801743
train13149,1765.23,1.8889893771631484e+30,647001000.0,5660.0,5.24485478647134e+26,5.74347727,0.06170642329202618,6.875289598531146
train13150,369.926,1.988409870698051e+30,737442000.0,5400.0,6.924640913652208e+25,1.5732918,0.026475576192810074,6.0634122342366
train13151,576.946,1.8492211797491874e+30,653958000.0,5513.0,5.849964734114624e+25,41.749882,0.22991663019037878,3.7270965767638744
train13152,835.756,2.2071349564748368e+30,1057464000.0,5760.0,3.1565004603232205e+25,10.7421,0.09865967671156164,9.587617658002388
train13153,421.152,1.2924664159537332e+30,459162000.0,4522.0,3.352049615549906e+26,13.06260014,0.094036569011139,6.900112242426799
train13154,818.001,2.067946265525973e+30,744399000.0,5882.0,5.479040689816719e+25,13.24934059,0.11103158096621224,9.518556189608939
train13155,1542.48,2.306555450009739e+30,786140999.9999999,6461.0,8.366343999223957e+25,70.46829987,0.3508496869467808,13.175113458609326
train13156,218.121,1.2328141198327916e+30,396548999.99999994,3916.0,1.8529853922783786e+25,2.647298,0.03193780159866941,10.707121180741403
train13157,179.943,1.789568883628246e+30,591345000.0,5413.0,7.707279117670482e+25,4.44117,0.051056573982372865,13.518211015867468
train13158,905.406,2.1474826603538953e+30,1231389000.0,5687.0,3.2804781027586974e+25,6.14955997,0.0674025789325623,7.584357628885788
train13159,787.07,2.3264395487167196e+30,1036593000.0,5786.0,1.470450713927118e+26,47.903645,0.2720279707697738,12.743485528209519
train13160,311.222,1.0936254288839282e+30,389592000.00000006,4252.0,6.327513054694822e+26,2.576549,0.0301383219821457,6.984734435902483
train13161,172.256,2.067946265525973e+30,667872000.0,5625.0,4.023857657125278e+25,11.55098,0.10132802289277504,12.384991500128221
train13162,320.07,1.9685257719910705e+30,681786000.0,6004.0,4.47929611592861e+25,23.228555,0.15880558136847867,14.84694692413717
train13163,842.947,1.6702642913863629e+30,556560000.0,5181.0,7.354725428437506e+26,3.04033042,0.03875664601956129,7.780488053605841
train13164,629.51,2.2071349564748368e+30,890496000.0,5979.0,1.386411614258374e+27,39.721386,0.23591912927541422,11.640257526184369
train13165,437.495,2.067946265525973e+30,667872000.0,5839.0,6.226377162762e+25,4.5195064,0.0542056243852674,6.736777989865389
train13166,233.266,2.0480621668189925e+30,855711000.0,5925.0,4.142296701843263e+26,6.9839095,0.0722188737476462,6.955402280871515
train13167,1056.48,1.6901483900933434e+30,577431000.0,5299.0,3.8849772110991746e+26,11.97901,0.0970642927941086,8.164241849285604
train13168,552.798,2.386091844837661e+30,1210518000.0,5923.0,1.384574838346469e+26,24.310856,0.1745419473540675,11.409965069319421
train13169,152.892,1.8889893771631484e+30,730485000.0,5597.0,1.059092969626122e+26,10.180249,0.09037591416065523,7.557524843464064
train13170,940.584,1.710032488800324e+30,653958000.0,5497.0,5.113684941854385e+26,5.524242,0.058163944114212586,3.939823306541683
train13171,1280.25,1.94864167328409e+30,765270000.0000001,5835.0,5.050441356961432e+26,43.130617,0.239095667696559,4.8265596533780855
train13172,678.069,2.028178068112012e+30,716571000.0,5885.0,6.19531239595362e+25,14.88801098,0.11923316674586866,11.243494228950718
train13173,1568.38,2.3463236474237e+30,890496000.0,6214.0,4.1406295352126674e+25,82.177374,0.39093216949109955,15.266553710722532
train13174,714.437,2.2469031538887973e+30,751356000.0,6052.0,6.0692041716555175e+26,60.0855082,0.3127364784009589,7.595033782110457
train13175,409.46,2.883194312512174e+30,1454013000.0,6150.0,4.776694053894191e+25,10.27530003,0.10470278725698466,9.178712506074335
train13176,1427.08,2.0082939694050315e+30,793097999.9999999,5942.0,7.7086891073819425e+25,13.81019974,0.11303501570493943,5.8051087483785375
train13177,823.242,1.829337081042207e+30,695700000.0,5752.0,5.322301569199236e+27,4.544439,0.05222623225478837,48.03517073574304
train13178,264.78,2.067946265525973e+30,793097999.9999999,5552.0,4.29277385463021e+25,4.1591289,0.051284398682286854,7.132298578454624
train13179,1238.81,1.829337081042207e+30,584388000.0,5826.0,4.047700197086014e+25,19.986326,0.14019219046945966,15.179044591709753
train13180,843.695,1.8094529823352264e+30,640044000.0,5725.0,5.830865452586213e+25,3.21751883,0.04133650586779374,16.84848835272074
train13181,130.72,2.3662077461306806e+30,807012000.0,6154.0,2.24563808842392e+25,11.168454,0.10362954582481232,15.669115363356186
train13182,321.296,2.0878303642329535e+30,1189647000.0,5430.0,5.650183159430408e+25,35.747,0.21587154560348965,8.838420967846657
train13183,980.138,1.8094529823352264e+30,556560000.0,5571.0,6.405486544235954e+25,5.349555,0.058013820901262336,6.7002507917882355
train13184,495.358,1.9287575745771094e+30,653958000.0,5574.0,7.23713139691591e+26,17.790037,0.1320325608484747,9.337945399610604
train13185,613.129,1.9685257719910705e+30,612216000.0,5841.0,3.969668074236298e+27,21.853722,0.1524759128406498,33.87061264944552
train13186,738.553,1.9287575745771094e+30,667872000.0,5772.0,2.966220446401076e+25,28.67992,0.1815300119508987,4.493819092260406
train13187,141.9868506,1.1930459224188305e+30,410463000.0,4188.0,3.459626838617635e+25,5.42474928,0.05096547761224251,8.374044332412714
train13188,211.553,2.5252805357865246e+30,1092249000.0,6200.0,4.318680285681655e+26,3.07634,0.04483288600042888,5.53698026018354
