,planet_ID,planet_radius,planet_temp,log_H2O,log_CO2,log_CO,log_CH4,log_NH3
9138,train9139,0.2415220164114834,633.5774251831134,-4.684998148524115,-8.396097033086209,-5.598726305500936,-6.60924456732516,-4.686522940300289
9139,train9140,0.1831950849532631,1314.4068742271606,-3.2276212094139387,-4.40750686031919,-5.781321086752889,-3.166876334468969,-6.569509527849814
9140,train9141,1.0861301505150789,1530.6443196180032,-4.977140759625335,-4.558914108861859,-4.53771478696205,-5.179679707371479,-4.911894855004869
9141,train9142,1.358283923658654,1409.8946503084503,-3.0975077893332443,-6.533404263706541,-5.835971314416579,-3.085481270572988,-5.178199298224289
9142,train9143,0.4061170570603463,855.823100417046,-3.6385039369745016,-5.953598079621681,-5.380136674008531,-4.710995786113459,-4.940174076511719
9143,train9144,0.9042338792209584,1111.5976118113133,-3.325832197240484,-8.35830966792949,-3.987173501506936,-5.002651996264954,-5.755563477537599
9144,train9145,0.2655063189626911,573.5812245876415,-6.110815209930879,-4.2279430915159,-5.251648700954674,-6.090777579506092,-5.268848305518864
9145,train9146,0.2251239999641972,672.8914459976303,-4.618694929734152,-4.137513848372767,-5.926382826749797,-6.716853984733772,-5.530968068404575
9146,train9147,1.0219956516750326,1374.250576235341,-7.025372936335763,-4.940899808550945,-5.617564424024221,-5.624799624167853,-7.523480043191292
9147,train9148,0.2649272125108752,967.8492218314296,-4.091689540264129,-7.606130129980424,-5.643155921525928,-8.06161880473013,-8.34599066997567
9148,train9149,1.174409318146049,944.7034197423689,-4.167481742166587,-7.010150235035368,-4.994230159714715,-7.67273582368968,-6.539973515648645
9149,train9150,0.8963784000019752,854.0653439538048,-8.849656079849233,-7.796391624711054,-3.741667868260581,-6.768416121183465,-8.362940675073194
9150,train9151,1.2938383998006893,600.4612812516805,-4.001181226754508,-4.791218646558901,-5.863587797923175,-7.500505824637832,-7.789511064947287
9151,train9152,0.3548174719826865,721.020971415602,-4.802313802524383,-5.521474429169059,-4.073135991090586,-4.095869376746684,-7.079254840246488
9152,train9153,1.1940690525644326,587.2617487748906,-3.352937735266876,-5.582463598274952,-4.02022371642791,-4.270015792789506,-4.53730770982202
9153,train9154,0.9811147347084804,704.5843466374614,-8.371930250477769,-7.547083437499853,-4.08382699236952,-4.126238212737536,-7.3866329316503165
9154,train9155,1.0203001510789862,860.864217383994,-7.838967914140239,-5.58757735853975,-3.3049629071433677,-6.514026445632948,-4.625976855128549
9155,train9156,0.2938903405953655,556.830382803334,-7.620462218620391,-6.772426775937341,-5.950422684271752,-6.282685740497153,-6.87373098097849
9156,train9157,0.3432323502950735,1197.900056174774,-7.555133516903824,-5.476030258904014,-4.471259650068836,-3.143192927616965,-7.460182398417993
9157,train9158,0.1669648919331298,1071.0702895865802,-8.7874702589249,-7.74054147902253,-4.673885132749362,-4.322409900544658,-5.469003385994232
9158,train9159,0.4921992824872906,1752.570049559729,-3.638164935805208,-4.469199642581748,-4.257526460368748,-4.264072545387284,-7.605140234307269
9159,train9160,0.9372783068574948,736.0432554997868,-4.087857621437291,-4.069856415340068,-5.913410391016885,-5.912062167244259,-7.947262522363146
9160,train9161,0.3043758141152459,1085.4919081996425,-3.590336961811598,-6.279873730321857,-5.68529794640031,-6.379579393661691,-4.135291859100221
9161,train9162,0.3601375241142922,524.7655299819904,-4.775147434489417,-7.143829704126691,-5.182445754011992,-6.421329855007586,-7.2326698687934865
9162,train9163,0.578125755091949,1687.5693012057186,-3.976968886673313,-7.936827077305208,-4.307339113691891,-8.49585221556359,-7.437751615416605
9163,train9164,1.0888859752138345,970.9635646157284,-5.034824386740447,-5.550993935345682,-5.355967227234873,-8.963205536247068,-8.199107043991416
9164,train9165,0.2941705361392184,530.5004717858849,-5.103464354628951,-6.096174616872114,-5.774930178263077,-7.429512593260913,-7.738034321780624
9165,train9166,0.8034416456771278,575.1143827607112,-5.873646688448389,-4.359287758713184,-3.555838901542107,-6.57377940427356,-6.884098535932745
9166,train9167,0.2083362746616362,654.992328874236,-8.062995761732743,-5.334378988847918,-3.8189651858503737,-8.092852865965389,-8.997976016304671
9167,train9168,0.197734990298749,1178.4326707235844,-6.982435718290144,-4.967447970438895,-5.685219891230505,-7.033706003431034,-8.533858747050047
9168,train9169,1.479571660346443,1138.5355312191846,-7.598627850022757,-7.807699114398347,-3.4976181962431707,-7.26233008327675,-7.13198210211046
9169,train9170,1.019711338320196,1983.382647718271,-3.4228972370828714,-4.940444364882023,-5.88938071713795,-4.689947171105863,-6.83664024618354
9170,train9171,0.3723898772989776,957.10074934027,-8.21319238961056,-5.92495181449726,-4.899622863161703,-8.218014501627364,-7.894359079632828
9171,train9172,0.1933804316476595,1066.6806694335098,-8.13686066002197,-7.665818031979902,-4.081215281024685,-8.870254950106236,-4.049033558427892
9172,train9173,1.157397172509414,635.2352593496925,-7.5432808943027805,-6.248260973709896,-4.973639965487237,-4.458369778695696,-4.669679765115261
9173,train9174,1.2556306866536775,808.7918996792883,-5.807672816527569,-8.891371618803053,-4.620340024728025,-5.304233358481813,-7.365216026921851
9174,train9175,1.0214518906343686,903.8153694383813,-5.006860365227474,-8.152479855984831,-3.615904612099048,-4.537075999518942,-4.904907178853331
9175,train9176,0.2585868997056637,1117.685777931278,-8.282804859532517,-7.896052997068827,-3.265970261513158,-6.203440129752504,-7.18258675651289
9176,train9177,0.8289716248110046,663.811314631146,-4.600127715223519,-6.467422869618568,-4.729814358428348,-6.552438044376841,-5.871192085230324
9177,train9178,0.320991788880658,1312.8979869409588,-5.639416929362225,-4.507179087745895,-3.816442392890763,-7.744949101917035,-6.583522671816292
9178,train9179,0.2349902313720246,1136.3883658159373,-7.805344686502293,-6.860918345711422,-4.978344118199373,-8.726101503116944,-4.490478672906192
9179,train9180,1.227358219603359,1081.9063923242331,-6.489760216784533,-6.059439699388831,-3.6911817548526304,-8.897129996660082,-7.903817846366515
9180,train9181,0.6439808656677624,1437.997271736289,-6.175898179331036,-4.163897324739192,-3.986330820844549,-7.737036214564767,-5.10252047174538
9181,train9182,0.9800660418149724,577.2669723664692,-7.376269052553063,-6.458878043137664,-5.020590373116742,-4.502669344435413,-8.81468461119539
9182,train9183,1.0814074621472325,1405.8680792345335,-3.0397613529526533,-4.01058478444347,-3.869565049895787,-7.444618768885254,-7.922574019837138
9183,train9184,1.0976495081611637,825.6277151224743,-6.681279514818309,-6.393350004762009,-3.528171133611388,-4.201437373412876,-5.08645248716227
9184,train9185,0.2046533830737129,1396.7627144888595,-6.902164177858861,-8.775083037905787,-5.8352112008016,-4.929979485220612,-5.918916039536391
9185,train9186,1.1226052027760522,673.3642979114348,-3.213476395783161,-8.285190517977115,-3.2452792689060974,-6.846349913647334,-4.943505087898221
9186,train9187,0.9799954887223268,1043.9276304197406,-4.806914537047692,-5.237479007715112,-4.909825007814286,-6.959796458386978,-6.108162877290242
9187,train9188,0.1623653828360102,703.7748631629302,-7.0070015003388,-6.646104751414972,-4.892203482176084,-4.816432175479608,-8.843069345009807
9188,train9189,1.2440470989818906,986.0830548245776,-4.289250690174125,-4.977946780837534,-5.417230529530551,-5.077617218417091,-8.465922652522552
9189,train9190,0.2276443729751626,824.8485703276624,-5.52418741309357,-8.020799821350714,-4.762699442282647,-3.396408310598588,-5.079728631795444
9190,train9191,0.3754583467989132,518.4057274013318,-4.342084655879607,-6.553599396963096,-3.75562478156066,-5.246463751179718,-5.340841064247789
9191,train9192,1.4100895122121044,1065.3907605780498,-4.905040470850338,-8.608831782351345,-3.831025755198097,-4.755394299118999,-7.852196211211186
9192,train9193,0.2816690944140548,583.3225650789715,-3.750403998350621,-4.230485603838739,-5.642356531816515,-3.9360945653958055,-8.816222416633464
9193,train9194,0.9575342876517552,817.5408593673831,-8.189340145138887,-6.554933399204482,-4.461861907953793,-4.538410736461607,-7.164889828742978
9194,train9195,0.1655077669485694,879.9248793992081,-7.881410129242812,-4.606612294649992,-3.9534517912475824,-8.930886165802903,-7.56537272510228
9195,train9196,0.7480256102355372,640.0200311721654,-3.529750385809729,-4.232097518979598,-5.531668757340343,-8.35047499113141,-4.0974727736006
9196,train9197,0.1750749339742086,565.707220044425,-3.094472134411843,-4.421231639775935,-3.801993776141735,-4.491420683198332,-5.709982797268297
9197,train9198,0.7170971611007949,669.6905874916663,-7.596390813761218,-4.411622088504126,-3.24321263116386,-3.9956816924368432,-8.117187868416726
9198,train9199,0.1673532151135123,996.6791389697564,-3.95473020810612,-6.191361968397584,-4.195964497142896,-3.817055322007626,-6.513821586073735
9199,train9200,1.030131097693403,714.2947317790065,-5.490787991698418,-6.060185468410042,-3.046623761144574,-8.93327111733938,-4.934828937847062
9200,train9201,0.2572276554597584,1112.8201260240326,-6.517684106571487,-6.730225068941307,-5.750872470383518,-6.569593453229532,-5.749589329524056
9201,train9202,1.4042213266967165,1571.1101259938769,-8.060599746600335,-8.607905291065833,-4.335376876870164,-3.331394047713129,-6.097795591457987
9202,train9203,0.2333037624533835,535.0303709607754,-5.3369991957343705,-6.494918510580169,-5.758435947821552,-8.818487822123398,-8.004447325062051
9203,train9204,0.3062395360289279,1261.7254263329871,-8.247381953285696,-7.793415825043815,-3.7400175627335392,-3.204918545777094,-4.086190703546745
9204,train9205,0.9918955801726824,729.3158213114366,-5.588465785499434,-7.90446800431814,-4.806115998280799,-7.609120381208091,-8.043257477991347
9205,train9206,1.2403999378665502,917.9966535865852,-7.84803847324714,-7.528183667804888,-4.092760200718579,-3.065898039435453,-8.868859805652495
9206,train9207,1.0492321521157792,963.7699599317348,-4.466102321110814,-6.388376231310402,-5.272928982370935,-5.23320830517608,-7.100603039179611
9207,train9208,0.8235455364630145,568.5663680835233,-3.1045188688775687,-7.038692797824111,-3.956878887628357,-6.771862486033766,-5.569438833068472
9208,train9209,0.714421181045363,623.2228067726023,-5.798472049052909,-6.855544658212788,-4.079830004548923,-5.663176889829474,-5.889025782386248
9209,train9210,1.0204164066306745,999.2822079335424,-7.209147379625406,-6.129999369919364,-3.8375241786856673,-6.9639430749392,-5.9329007689010425
9210,train9211,1.5078410468394896,779.7075232838407,-4.982876148910771,-4.1762230479227,-3.979807131476708,-5.329070458798311,-7.248721472016276
9211,train9212,0.2348137951466025,840.635132616903,-3.28074737464057,-6.434843810028657,-3.4421768189322086,-6.242328120069096,-5.399927343398879
9212,train9213,0.2345722907960453,875.7188368062084,-7.665398700328023,-4.028780350404806,-4.844854116579818,-3.455039073633654,-5.215349021127606
9213,train9214,0.9445174385947088,619.897788676455,-5.1531051413355184,-6.4805839159733445,-3.610719636832795,-7.778727792541119,-8.744112005189933
9214,train9215,1.3087442316666626,849.0119725189868,-3.2684048780421406,-5.136165682539751,-3.291303526659719,-8.3786470155127,-8.095140075404753
9215,train9216,0.163084287089235,819.6259719549499,-6.696365076552361,-7.264162982741932,-3.826490392035079,-4.728542709378602,-4.812072880070303
9216,train9217,0.8887652844074335,1228.9121665004393,-6.637433943122845,-7.35786921845289,-3.703643413597184,-7.617593464426903,-8.049496029238938
9217,train9218,0.7714219259866122,1114.8861298305906,-5.027447195449702,-5.901814194513996,-4.628702507743841,-4.252022812266035,-4.602508039312308
9218,train9219,0.2824144147017068,739.8682698455387,-6.936872132163238,-4.419899473428608,-3.4398280783869404,-4.008923051694251,-4.952204061212086
9219,train9220,0.3921128172583429,662.5052299725814,-4.059918282854829,-6.215595910152071,-4.5737625786224285,-8.586437997451293,-8.405474812589095
9220,train9221,0.4720513659949095,793.9866447533692,-8.866616107211392,-4.296009039061663,-4.799145636021969,-5.235897143884243,-6.842626744371634
9221,train9222,0.3848563574538908,681.1308154222236,-7.868291397160471,-8.971977095190557,-3.493724321007299,-5.269598886333691,-4.93210997649633
9222,train9223,0.394390413439557,732.4386770659563,-6.059993221417844,-7.366252860227813,-4.411397715470283,-5.658753362405608,-7.793145898581527
9223,train9224,0.1429342744886986,671.323618962557,-3.1592367628989653,-6.8947366308069205,-4.781008506681268,-5.014331738980929,-8.758132532114178
9224,train9225,0.2831705042539987,1915.87311177156,-4.4546248339800565,-5.1001371859213,-4.740877685886711,-3.329184466529892,-8.60600957612341
9225,train9226,0.8086274096074112,536.978628097857,-4.424568297077673,-4.40064224288635,-3.116626370083515,-3.4217342565776034,-7.615601424034797
9226,train9227,0.9002143048699948,924.9345081543564,-4.181183188302088,-5.937130909645552,-3.5684583979574693,-3.2741337517996643,-4.997954651748928
9227,train9228,1.210051262263658,582.0589491433759,-6.120101887026978,-6.4448802769361215,-3.64450798138535,-7.652625230168375,-7.728952070036781
9228,train9229,0.9348845187533622,906.8304557617772,-4.268629524654844,-7.698989313274143,-5.613889579741724,-3.322258673388383,-7.160342592008076
9229,train9230,0.1701784654412173,764.4137933998971,-8.237314809594086,-5.84784359939842,-3.8942875695156314,-5.29006031839748,-6.997324302971092
9230,train9231,0.2760945949279529,578.7057189837215,-8.231078556864055,-4.197571699837999,-3.184334928953321,-3.0553251136294604,-7.445195052093668
9231,train9232,0.3028712046950641,991.4638997659588,-6.8346508970696895,-6.064098417603422,-3.6036792177951993,-6.839503807239553,-7.206824964120916
9232,train9233,1.4461833536122388,1198.1929059161955,-6.390099099275296,-6.03702702172407,-5.326541219863036,-3.316705071981578,-7.677108815204874
9233,train9234,1.2822016317766536,1054.2651304530823,-3.7201310137533294,-4.266491101490707,-5.091591990251516,-4.267634398699593,-5.299762005569609
9234,train9235,0.7520605126781913,787.5940030445481,-4.739044165746092,-7.393146123112263,-5.942494206163814,-3.169006731148822,-6.020572171794376
9235,train9236,0.5198825288737858,567.843782075775,-8.727279888390479,-8.00528393072534,-5.518794628809915,-4.71911917559816,-5.092512062644296
9236,train9237,1.1160585040254505,687.11281472512,-5.033508823253298,-7.034104000693907,-4.457723551886586,-3.77039267703541,-5.341370494321428
9237,train9238,1.2451046693003454,675.2047976907436,-8.166739529997644,-4.661817522751212,-5.484730930105641,-8.974579886302928,-7.089893540698678
9238,train9239,0.1820147884819933,1651.0089302051383,-7.042362026195247,-5.38862898122025,-5.261538419257558,-7.502415460431266,-4.438919856607198
9239,train9240,0.8548176910932113,944.7929769162122,-5.584245016585891,-4.999133998796183,-5.773641767559098,-6.083288751338069,-5.294146406407032
9240,train9241,0.8260763194539258,579.2549592434466,-4.483332839450307,-8.008056061066473,-4.957635100064007,-8.047234177211816,-6.113393504663858
9241,train9242,0.5695755087163206,643.6021543059361,-7.371787060120798,-7.33228207315576,-3.258792124307408,-8.821787136383529,-4.737772867496255
9242,train9243,0.2146407584307492,919.5724789401507,-3.5388141656881293,-5.100511930133451,-4.591280661271048,-3.634542966044803,-6.874977904811336
9243,train9244,0.3319581955501938,763.4603895253586,-5.295292679478532,-7.290553758457895,-3.958306749756857,-5.446671394840225,-5.650868984312297
9244,train9245,1.343728441927191,1240.8651588812602,-4.752159580507736,-8.105531912191863,-5.8337864481428525,-8.188751634896626,-6.96692838309506
9245,train9246,0.9072426509440092,1043.5977795456793,-8.716054638555482,-4.475524327372391,-5.252103109805054,-3.3543605154421607,-5.379182684262564
9246,train9247,0.4743669887946676,566.4319655597228,-6.083164724393685,-8.812237520013532,-5.318735047975714,-6.940988284229729,-6.674513757074834
9247,train9248,0.5647672924194642,882.3055352722794,-4.460487290525041,-7.175244362414091,-3.440742937439954,-5.100424536325052,-4.255726580324508
9248,train9249,0.6232769329888774,748.6200988007923,-4.302073993887241,-8.517402663150797,-4.56433207358196,-4.494528698344133,-7.3170158121824
9249,train9250,1.3482141302188528,1612.589798925717,-8.226551027528995,-6.801166606065957,-3.981146513269103,-8.9874480950791,-6.314788865957629
9250,train9251,0.9266160501241782,1404.8386231694856,-6.065444111569057,-8.201934135564647,-3.477388136051728,-7.23844831161833,-5.601836465412126
9251,train9252,0.5737722039943215,1684.5175349843776,-4.42479348869546,-5.097830268894619,-5.851649679766624,-4.218877003307798,-8.299321880164646
9252,train9253,0.4502119006519222,997.6359133534478,-7.652498892964256,-7.683060530110127,-3.602013885592462,-8.52837871653487,-8.919165081950787
9253,train9254,1.5027760440313742,838.554945284245,-5.041412448789103,-4.547902177383688,-4.651449696483869,-6.555007747373344,-6.714593284056239
9254,train9255,1.1195366315441984,1130.233099980889,-3.702008108060064,-8.625293192713945,-4.614892132466334,-6.917372602444581,-4.998886524896619
9255,train9256,1.321191116265517,673.7464978052772,-8.888299346251904,-5.022535101302427,-3.847484068236084,-4.256665517774995,-4.377394566613787
9256,train9257,0.7876446870810553,880.612770632159,-5.602912236164907,-5.634959275392753,-3.310575013416601,-5.275169509861951,-6.9737236881039495
9257,train9258,0.8453094793056641,901.5176611752562,-7.016509342240617,-7.378249640167771,-3.709768867011589,-7.810955528155923,-8.512507816937376
9258,train9259,1.148018129396921,906.098931538484,-3.79103790540117,-7.215994962630372,-5.647175327122807,-7.889300454203087,-5.336520007105033
9259,train9260,1.0499297735000086,871.5966929114452,-8.863103034427413,-4.468251556292448,-3.459101145335944,-4.8748757861288565,-6.720991052151616
9260,train9261,0.2775268935092001,1285.6025828227366,-4.128090498976768,-7.596652682711184,-4.0362883440903055,-5.025672250848634,-8.712000097670055
9261,train9262,1.1909389353745887,1040.2788170190736,-8.19711563799223,-6.745098546503106,-5.324961615248242,-4.954756559034086,-8.181319580951074
9262,train9263,0.8895237892923158,953.7948940855268,-8.599353515352526,-4.16389399028749,-3.663467152782428,-3.779072916354065,-5.495128165734582
9263,train9264,1.062144405208812,732.4790749706231,-6.6791818538056855,-7.987425224600912,-5.60040368457622,-4.203175947706892,-6.462675058190749
9264,train9265,0.7667287173847647,1072.654278052236,-8.367136326948215,-8.023307486881505,-3.570577948681229,-7.488414255058923,-4.3219945528772525
9265,train9266,0.2669761351605639,833.890730007396,-8.95965427914611,-8.851418657381195,-5.7316840219296505,-3.697059486545383,-6.215682846447354
9266,train9267,0.2059597536557313,794.3042426068447,-4.4028860704357005,-6.716884345414411,-3.975597612329992,-6.297504785611395,-5.2007611064981445
9267,train9268,0.3869931073734851,683.8338312735445,-6.875657275649905,-4.1894113711914684,-5.686742580018096,-3.9230355920781816,-4.609335261960663
9268,train9269,1.1466730499814073,1620.1309986006995,-5.028756652180851,-4.898712805833131,-3.271988981655104,-8.556369245045138,-4.059346812421041
9269,train9270,0.2422534014578968,828.3010028877295,-3.990545472948513,-7.151535290837855,-4.734275601088761,-8.02657273002183,-6.539613045993658
9270,train9271,0.314400194327438,927.6710767133156,-6.0756549614720905,-4.606407489411208,-3.58313441866173,-6.423556174322297,-5.360034178421637
9271,train9272,1.359072733838528,539.2757178154493,-6.663382232680125,-6.821613513412165,-4.656011252073784,-8.857321913435417,-8.60435830317197
9272,train9273,1.2838514176442564,1323.5112895733705,-6.172984505673391,-5.543274619009686,-5.0316396067013365,-4.959661658067749,-8.590994014596065
9273,train9274,1.1521549696909097,522.8458528365921,-6.842945570205744,-5.908116922569008,-3.654999004216753,-7.635916567438821,-7.503363872723863
9274,train9275,0.4984456355419708,659.3810645104084,-4.824288846946589,-8.617656398018056,-5.785024102650087,-7.443174432258607,-6.559420019413625
9275,train9276,1.2045432690913285,776.882734857583,-6.174817039524313,-8.90328243662988,-3.2079800817935618,-5.792838192893504,-5.630555600291999
9276,train9277,0.192960361116086,618.3270982508941,-4.100091828054438,-4.392223469231505,-5.289449802537654,-8.786546447749526,-6.876723583483073
9277,train9278,0.309752334152589,782.9106040763833,-3.1931466306658214,-4.571808521345717,-3.967171357182566,-4.216016329062039,-6.481289048103987
9278,train9279,0.3393311619041183,1951.5528645410172,-3.3284321813550832,-7.018956347917974,-3.427510349473996,-3.749288470732002,-8.658787392558667
9279,train9280,0.3206646328650003,682.5257918162009,-4.954892421430551,-5.616715028076111,-4.772575148691146,-7.732519397436126,-6.637546160558785
9280,train9281,0.2788899075338144,958.5712542393215,-5.699809785335047,-5.401451464277838,-4.167020159086515,-8.866907529061715,-4.369775319199306
9281,train9282,0.2053719222543612,1250.4469981296495,-6.299891768541347,-4.62629476141231,-4.236344196879712,-4.8428279069818245,-6.894696924378843
9282,train9283,0.2298883836563567,623.2193809928289,-5.133349723802802,-7.162660240334692,-4.718583880278974,-5.736940041004006,-4.912491293848013
9283,train9284,0.6693646272683452,1378.5131867591351,-3.885341372035048,-6.749344604531333,-5.1782882206169045,-4.0692000618310695,-8.95419906556345
9284,train9285,0.3855825803254183,1025.6893592259626,-6.086756303766308,-7.363087978570032,-4.184680964229171,-3.320682517676772,-8.548467880627552
9285,train9286,0.6013539713607022,653.8419211957671,-5.170855607147573,-4.333437683302727,-5.461046683641785,-8.641950855210847,-8.031906527438059
9286,train9287,0.3440895050943823,936.0626962660258,-6.132777889211802,-5.886864741812086,-4.831711222199695,-4.85824638462421,-6.231088521495089
9287,train9288,0.5387544530595008,1581.7643217109874,-4.610740035605283,-7.4288125161490335,-3.29234470293725,-4.658884076351475,-8.211273004840011
9288,train9289,0.1955065762104445,901.7948180788331,-7.174830785435658,-4.867871950757404,-4.319801598260199,-4.08661601318318,-6.088172390547536
9289,train9290,0.2579200014467424,936.49490974015,-7.135933966256884,-8.27882048870561,-4.09988682346724,-3.269140304834453,-7.846329580353153
9290,train9291,0.9002673303365784,1619.684312907274,-5.155035565319533,-4.425821639952488,-5.808565162553766,-5.17149989962666,-8.32890943736526
9291,train9292,0.5192514513652424,908.4388039055171,-8.796988200591958,-8.624675758622177,-3.8760845301498814,-4.106271484965298,-6.027869318813189
9292,train9293,1.1860613145130834,593.2173040372486,-5.766493672661959,-8.075898328599706,-3.72171056304772,-6.415817302552764,-6.069898155294731
9293,train9294,0.1671402988213554,861.4262062047181,-5.9712035543266575,-6.086294385346406,-4.899287581329421,-4.673350702979199,-7.076500141598669
9294,train9295,0.9171642142951716,1324.4628520092028,-7.677822740208279,-7.97722092173775,-3.885104744207797,-6.373115894974066,-6.050619758323203
9295,train9296,0.7755414037795281,606.5813344032623,-7.497022229278935,-4.292082493594265,-3.0785011911671383,-4.672657575231222,-6.546852520952888
9296,train9297,1.225515927452037,1013.9606190611448,-8.392860569836138,-5.381152182838874,-3.6380206250514906,-7.661530251256126,-7.482451403370312
9297,train9298,0.2271507241548105,1269.2912350150616,-3.857172789832429,-6.99614998175141,-3.626196249410838,-7.9936381805176655,-6.918384956094342
9298,train9299,0.5453175062196005,575.5877560428363,-6.926993174860369,-8.45159620563908,-3.982092789545101,-5.586334600588451,-6.166016828377192
9299,train9300,0.8976233777276462,886.678464967841,-6.856098163984435,-4.41786891186904,-4.350661349649631,-7.664235898792412,-7.848762819238782
9300,train9301,0.2446782974352536,767.4854679900517,-8.644905429389972,-5.086656505781015,-4.584403344430484,-4.322390587875741,-8.724222744966635
9301,train9302,1.341043545361713,2010.2746334478995,-4.567546722094989,-6.094996261330172,-4.894428182341107,-3.2626262836941446,-8.699578692375525
9302,train9303,1.1401203482629174,1747.1937570287128,-3.229221681535863,-5.164269745895336,-5.520907560241206,-3.287898354568547,-5.417318355827903
9303,train9304,0.5067214081854298,1285.3250781024465,-7.924135514175081,-5.591162715058602,-3.1309879002033854,-3.4891318986716917,-8.809679800702124
9304,train9305,0.9754947585215056,1021.1167574867628,-6.396823690769238,-5.80987060687861,-4.910943122444204,-7.149759824810033,-7.498124518904884
9305,train9306,0.6051068444931835,1063.9925388394995,-5.030673580137119,-7.062445316791751,-5.226636141158231,-8.463798667844763,-5.847518391823455
9306,train9307,1.235847574139976,737.040208384367,-7.566488527657394,-6.685364490421222,-3.549871911701033,-5.101718413258233,-5.76408258412977
9307,train9308,0.8796551920017293,1453.7404584461042,-6.989656613220514,-6.251669866758436,-4.214568744641346,-4.819386406898078,-4.012666012613766
9308,train9309,1.3631898977790533,1220.6669146068634,-7.924229542473976,-8.064168811598645,-3.5784620724630907,-4.573288962388886,-5.876086223095012
9309,train9310,0.8644427100642356,865.0272765489483,-4.876121752265053,-4.571567155300564,-3.7424326704693702,-7.1792320006930765,-5.867612966041298
9310,train9311,0.227353007797405,1153.2738074258275,-8.856941904863346,-8.174534064081952,-3.250672926920364,-7.344600349990888,-4.376564686861491
9311,train9312,0.7688869538774746,604.3374459942852,-5.788106101728422,-6.512015550957587,-3.721672373631121,-7.475593561118202,-5.884586155803564
9312,train9313,0.7144493226575793,934.726338103889,-4.833918518740219,-4.975482786850999,-5.240980878529492,-4.004456211654383,-6.54942086534105
9313,train9314,0.340117754844468,873.4315100350078,-7.304951698383117,-8.853869467558997,-4.772489556623633,-7.587759234884434,-8.238319188412481
9314,train9315,0.5990488365430682,689.1153196428875,-6.397990202697173,-7.862492538293909,-3.5389197116331315,-6.827249905246674,-4.9853003328766965
9315,train9316,0.2553866400849921,507.744031368683,-6.154232467435259,-6.802848857075178,-4.315309234150115,-8.356048375251257,-6.981852792132532
9316,train9317,1.5890023249692764,880.7321047807543,-4.477864961805726,-5.088270858370845,-3.7313275847895984,-8.358823161892174,-5.936518749664762
9317,train9318,0.2364869617363819,878.9820730272725,-4.21393627154311,-7.878007211275918,-4.987343117533747,-4.113980908397014,-8.110215912207767
9318,train9319,0.3714494010678042,2028.109432936044,-7.366021789384189,-5.390492390009794,-5.916998177584779,-3.5447170442389746,-8.744634662424097
9319,train9320,0.7136186872585256,599.4715337179991,-8.26567873294858,-8.189319505125352,-5.672397883778348,-3.7014797073421697,-8.236229767105614
9320,train9321,1.154279678298494,758.3279772466977,-7.947060786984441,-5.228635856986212,-5.726547701016379,-6.872976934024745,-4.725329468155659
9321,train9322,0.8121454444108983,772.1330710016371,-7.725082262360227,-6.807048540182225,-4.306212109291961,-4.611727170315729,-8.746118304640836
9322,train9323,0.2621338748879093,902.7981343550996,-3.245932109032619,-7.259143317956893,-3.450978324322421,-7.182052470902288,-6.2308380619988
9323,train9324,0.204599632993913,1616.0628036680475,-3.651426324435284,-8.446624526201951,-5.691906048945431,-6.99778274932242,-6.737652157548203
9324,train9325,0.9106008103424844,930.307690449422,-5.275072494219448,-7.187849001182066,-3.144989577027141,-6.32082176871484,-6.994013898243768
9325,train9326,0.400066511368818,1340.527648541319,-7.797657337643223,-4.50312025957022,-3.3010932548188365,-8.859159163143,-8.963448617051084
9326,train9327,1.2488433561458985,984.2279930123672,-5.752863509949419,-6.5431499733482354,-3.4916184559637866,-8.00975654867189,-8.085803320211857
9327,train9328,1.0743773182318432,1114.1882477884228,-3.7745147898829527,-7.694734853167915,-4.957517715504478,-4.557832930973476,-4.041252960957812
9328,train9329,0.2500388042456384,965.4784907843756,-3.4114081553850006,-5.664848676466244,-4.769947525201907,-3.9202361876697296,-6.849066250098847
9329,train9330,0.784076799215059,1260.1107667999509,-7.954478616012517,-5.085119476457213,-4.185747260515267,-4.476379029390976,-7.921361159524466
9330,train9331,1.0276520313753728,898.1135556687185,-3.577592384575329,-5.7510646877422005,-3.0118080165607206,-6.171393363640745,-6.693422054425196
9331,train9332,0.2527841613435652,737.2514388504568,-4.925059394345947,-4.621277319078054,-5.951119981334421,-5.688724369592653,-7.679856632411106
9332,train9333,0.2182335014033452,752.0364494592983,-4.498287285689171,-8.614671064487755,-4.315183531374887,-8.053388037981247,-4.423449944705959
9333,train9334,0.2293909291407316,1166.8539437247994,-4.196109087360351,-7.655714975782685,-5.358949992502202,-6.410329286138115,-4.202533383443317
9334,train9335,0.1799772785026327,926.823643625148,-4.298678089638131,-6.201332861844804,-5.098654376535912,-4.158059795217321,-7.633770458414062
9335,train9336,0.2105784268593994,740.7208086998445,-5.529605528513509,-5.25944281481654,-3.707273237905389,-8.459332979594876,-5.159797829403102
9336,train9337,0.3171901662259149,567.6359316087211,-6.793517657950845,-6.900183262007359,-3.042294133566599,-6.431949752576609,-5.795602858332112
9337,train9338,1.415769330720143,880.9776548456401,-3.7051172821723535,-6.3513943900040015,-3.2899633705775138,-3.286873335471343,-7.180524772362239
9338,train9339,0.3750870227361871,526.3978654803832,-4.742820658781032,-7.685771595237039,-3.742086331303212,-4.903979410841648,-4.935687191348857
